subject,PestNr,Step_Size_OnTrial,Pest_Faster,Pest_Interval,Condition,block,trial,velH,velH_Pest,Reaction_Time,velH_Subject,Start_Above,Response_MotionEstimation,RightOrLeft
lala,1,1.2,1,second,3,1,1,5,6.65,0.61999774,-1,1,1,0
lala,1,1.2,0,second,8,1,2,5,3.3,1.239997149,1,0,-1,0
lala,1,1.2,1,second,7,1,3,4,5.32,0.359997988,1,1,1,0
lala,1,1.2,1,first,13,1,4,4,5.32,0.479997873,0,1,1,0
lala,1,1.2,0,first,5,1,5,6,7.98,1.159997225,-1,1,-1,1
lala,1,1.2,0,second,4,1,6,6,3.96,0.759997606,-1,0,-1,0
lala,2,1.2,1,first,5,1,7,6,9.18,0.83999753,-1,1,1,1
lala,1,1.2,0,second,10,1,8,6,3.96,1.499996901,1,0,-1,0
lala,1,1.2,0,first,1,1,9,4,5.32,2.679996014,-1,1,-1,1
lala,1,1.2,1,second,17,1,10,6,7.98,0.299998045,0,1,1,1
lala,2,1.2,0,second,8,1,11,5,4.5,0.639997721,1,0,-1,1
lala,1,1.2,0,first,6,1,12,4,2.64,0.699997663,1,0,-1,1
lala,2,1.2,1,first,13,1,13,4,4.12,1.27999711,0,1,1,0
lala,1,1.2,0,first,0,1,14,4,2.64,0.559997797,-1,0,-1,0
lala,3,1.2,1,second,8,1,15,5,5.7,0.439997911,1,0,1,1
lala,1,1.2,1,second,16,1,16,6,3.96,0.659997702,0,0,1,0
lala,2,1.2,0,first,6,1,17,4,3.84,0.479997873,1,0,-1,0
lala,2,1.2,0,second,3,1,18,5,5.45,0.419997931,-1,1,-1,1
lala,1,1.2,1,second,9,1,19,5,6.65,0.259998083,1,1,1,1
lala,4,1.2,0,first,8,1,20,5,4.5,0.759997606,1,0,-1,1
lala,2,1.2,0,second,16,1,21,6,2.76,0.499997854,0,0,-1,0
lala,1,1.2,1,first,15,1,22,5,6.65,1.259997129,0,1,1,1
lala,2,1.2,0,second,0,1,23,4,3.84,0.39999795,-1,0,-1,0
lala,1,1.2,1,first,11,1,24,6,7.98,0.939997435,1,1,1,1
lala,3,1.2,1,second,5,1,25,6,7.98,1.639997005,-1,1,1,1
lala,3,1.2,0,first,0,1,26,4,5.04,0.659997702,-1,0,-1,1
lala,4,1.2,1,first,0,1,27,4,6.24,0.979997396,-1,0,1,0
lala,4,1.2,0,second,5,1,28,6,6.780001,1.339997053,-1,1,-1,0
lala,3,1.2,0,second,16,1,29,6,3.96,0.319998026,0,0,-1,1
lala,3,1.2,1,first,3,1,30,5,6.65,1.659996986,-1,1,1,1
lala,3,1.2,1,first,6,1,31,4,5.04,2.679996014,1,0,1,0
lala,2,1.2,0,first,4,1,32,6,5.16,0.61999774,-1,0,-1,1
lala,3,1.2,0,first,4,1,33,6,6.36,0.379997969,-1,0,-1,1
lala,3,1.2,0,second,13,1,34,4,2.92,1.159997225,0,1,-1,1
lala,5,1.2,0,first,8,1,35,5,5.7,0.719997644,1,0,-1,0
lala,4,1.2,1,second,3,1,36,5,5.45,0.61999774,-1,1,1,1
lala,2,1.2,1,second,11,1,37,6,6.780001,0.459997892,1,1,1,0
lala,2,1.2,0,first,1,1,38,4,6.52,1.099997282,-1,1,-1,1
lala,2,1.2,1,first,17,1,39,6,6.780001,1.259997129,0,1,1,1
lala,6,1.2,1,second,8,1,40,5,6.9,1.459996939,1,0,1,0
lala,1,1.2,0,second,12,1,41,4,2.64,0.419997931,0,0,-1,1
lala,7,1.2,0,first,8,1,42,5,5.7,1.799996853,1,0,-1,0
lala,2,1.2,1,first,7,1,43,4,4.12,1.539996862,1,1,1,1
lala,2,1.2,0,first,10,1,44,6,5.16,0.239998102,1,0,-1,0
lala,2,1.2,0,first,9,1,45,5,5.45,0.319998026,1,1,-1,1
lala,8,1.2,1,first,8,1,46,5,6.9,0.319998026,1,0,1,1
lala,4,1.2,1,second,6,1,47,4,3.84,0.719997644,1,0,1,0
lala,3,1.2,1,first,1,1,48,4,7.72,1.159997225,-1,1,1,0
lala,4,1.2,1,first,13,1,49,4,4.12,0.83999753,0,1,1,0
lala,5,1.2,1,first,3,1,50,5,4.25,1.239997149,-1,1,1,0
lala,3,1.2,0,first,7,1,51,4,2.92,0.659997702,1,1,-1,1
lala,9,1.2,1,first,8,1,52,5,5.7,0.339998007,1,0,1,1
lala,5,1.2,0,second,6,1,53,4,2.64,1.47999692,1,0,-1,1
lala,6,1.2,1,first,6,1,54,4,3.84,0.319998026,1,0,1,0
lala,5,1.2,0,second,0,1,55,4,5.04,0.939997435,-1,0,-1,1
lala,10,1.2,0,first,8,1,56,5,4.5,1.159997225,1,0,-1,0
lala,6,1.2,1,second,0,1,57,4,6.24,0.319998026,-1,0,1,0
lala,4,1.2,0,first,16,1,58,6,5.16,0.299998045,0,0,-1,0
lala,3,1.2,1,second,9,1,59,5,6.65,0.679997683,1,1,1,1
lala,7,1.2,0,first,6,1,60,4,2.64,0.639997721,1,0,-1,0
lala,8,1.2,1,first,6,1,61,4,3.84,0.339998007,1,0,1,1
lala,5,1.2,1,first,16,1,62,6,6.36,1.219997168,0,0,1,0
lala,4,1.2,1,second,4,1,63,6,7.559999,0.319998026,-1,0,1,0
lala,11,0.6,1,second,8,1,64,5,5.1,1.599996805,1,0,1,1
lala,1,1.2,0,second,14,1,65,5,3.3,0.61999774,0,0,-1,0
lala,3,1.2,1,second,11,1,66,6,5.580001,0.499997854,1,1,1,1
lala,2,1.2,0,second,15,1,67,5,5.45,0.819997549,0,1,-1,1
lala,5,1.2,0,second,5,1,68,6,7.98,1.699996948,-1,1,-1,1
lala,6,1.2,1,second,16,1,69,6,5.16,1.159997225,0,0,1,0
lala,6,1.2,0,first,3,1,70,5,3.05,0.079998255,-1,1,-1,1
lala,4,1.2,1,second,9,1,71,5,5.45,0.259998083,1,1,1,1
lala,4,1.2,1,second,1,1,72,4,6.52,0.359997988,-1,1,1,0
lala,7,1.2,0,first,3,1,73,5,4.25,0.439997911,-1,1,-1,0
lala,5,1.2,1,second,13,1,74,4,2.92,1.399996996,0,1,1,0
lala,5,1.2,0,first,4,1,75,6,6.36,1.879996777,-1,0,-1,0
lala,1,1.2,0,second,2,1,76,5,3.3,0.439997911,-1,0,-1,1
lala,6,1.2,0,first,13,1,77,4,1.72,0.439997911,0,1,-1,1
lala,8,1.2,1,second,3,1,78,5,5.45,1.539996862,-1,1,1,1
lala,2,1.2,1,second,14,1,79,5,4.5,1.219997168,0,0,1,1
lala,7,1.2,0,first,0,1,80,4,5.04,1.259997129,-1,0,-1,1
lala,9,1.2,0,second,3,1,81,5,4.25,0.819997549,-1,1,-1,0
lala,12,0.3,1,first,8,1,82,5,4.8,1.119997263,1,0,1,0
lala,3,1.2,1,second,17,1,83,6,5.580001,0.699997663,0,1,1,0
lala,3,1.2,0,second,14,1,84,5,3.3,0.559997797,0,0,-1,0
lala,6,1.2,0,second,4,1,85,6,7.559999,1.27999711,-1,0,-1,1
lala,3,1.2,1,first,10,1,86,6,6.36,1.659996986,1,0,1,0
lala,9,1.2,1,first,6,1,87,4,2.64,1.519996881,1,0,1,1
lala,3,1.2,1,second,15,1,88,5,6.65,2.039996624,0,1,1,0
lala,4,1.2,0,first,17,1,89,6,4.380001,1.699996948,0,1,-1,0
lala,13,0.3,1,first,8,1,90,5,4.5,2.319996357,1,0,1,0
lala,5,1.2,0,first,9,1,91,5,4.25,0.639997721,1,1,-1,0
lala,4,1.2,0,first,14,1,92,5,4.5,0.459997892,0,0,-1,0
lala,5,1.2,1,first,14,1,93,5,5.7,0.559997797,0,0,1,0
lala,4,1.2,1,second,7,1,94,4,4.12,1.47999692,1,1,1,0
lala,6,1.2,1,first,5,1,95,6,9.18,0.779997587,-1,1,1,1
lala,7,1.2,0,second,13,1,96,4,2.92,1.179997206,0,1,-1,0
lala,7,1.2,0,second,16,1,97,6,3.96,1.979996681,0,0,-1,0
lala,4,1.2,1,first,10,1,98,6,5.16,0.279998064,1,0,1,1
lala,8,1.2,0,first,16,1,99,6,5.16,0.859997511,0,0,-1,0
lala,2,1.2,1,second,12,1,100,4,3.84,7.74004221,0,0,1,0
lala,14,0.3,0,first,8,1,101,5,4.199999,0.379997969,1,0,-1,0
lala,9,1.2,1,second,16,1,102,6,6.36,0.259998083,0,0,1,1
lala,4,1.2,0,second,11,1,103,6,4.380001,0.559997797,1,1,-1,0
lala,5,1.2,1,first,17,1,104,6,5.580001,0.359997988,0,1,1,1
lala,2,1.2,0,second,2,1,105,5,4.5,0.459997892,-1,0,-1,1
lala,8,1.2,1,second,0,1,106,4,6.24,0.239998102,-1,0,1,1
lala,6,1.2,1,first,9,1,107,5,5.45,0.259998083,1,1,1,0
lala,3,1.2,0,first,12,1,108,4,2.64,1.47999692,0,0,-1,0
lala,8,1.2,1,first,13,1,109,4,4.12,1.219997168,0,1,1,1
lala,15,0.15,1,second,8,1,110,5,4.349999,0.39999795,1,0,1,0
lala,7,1.2,1,first,4,1,111,6,8.759999,0.519997835,-1,0,1,0
lala,5,1.2,1,first,11,1,112,6,5.580001,1.659996986,1,1,1,0
lala,7,1.2,1,second,5,1,113,6,7.98,0.939997435,-1,1,1,1
lala,4,1.2,0,first,15,1,114,5,5.45,1.419996977,0,1,-1,1
lala,6,1.2,0,second,17,1,115,6,4.380001,0.239998102,0,1,-1,1
lala,3,1.2,1,second,2,1,116,5,5.7,0.319998026,-1,0,1,0
lala,7,1.2,0,second,9,1,117,5,4.25,0.359997988,1,1,-1,1
lala,7,1.2,1,first,17,1,118,6,5.580001,2.939995766,0,1,1,0
lala,10,0.6,1,first,3,1,119,5,4.85,0.919997454,-1,1,1,0
lala,6,1.2,1,second,14,1,120,5,4.5,0.379997969,0,0,1,1
lala,8,1.2,0,first,5,1,121,6,6.780001,0.39999795,-1,1,-1,1
lala,9,1.2,1,first,13,1,122,4,2.92,0.339998007,0,1,1,0
lala,10,1.2,0,first,6,1,123,4,1.44,0.799997568,1,0,-1,0
lala,10,0.6,1,first,16,1,124,6,5.76,1.519996881,0,0,1,1
lala,6,1.2,0,first,11,1,125,6,4.380001,0.419997931,1,1,-1,1
lala,11,0.6,1,second,16,1,126,6,5.16,0.239998102,0,0,1,0
lala,8,1.2,1,second,4,1,127,6,7.559999,0.299998045,-1,0,1,1
lala,9,1.2,0,first,4,1,128,6,6.36,2.339996338,-1,0,-1,1
lala,5,1.2,0,first,7,1,129,4,2.92,0.439997911,1,1,-1,1
lala,5,1.2,1,first,15,1,130,5,6.65,0.39999795,0,1,1,0
lala,11,0.6,0,first,6,1,131,4,2.04,2.739995956,1,0,-1,1
lala,7,1.2,1,first,14,1,132,5,3.3,0.679997683,0,0,1,1
lala,8,1.2,0,first,17,1,133,6,4.380001,0.339998007,0,1,-1,1
lala,10,1.2,0,second,13,1,134,4,1.72,0.339998007,0,1,-1,0
lala,6,1.2,0,second,7,1,135,4,4.12,0.439997911,1,1,-1,0
lala,12,0.6,0,second,6,1,136,4,2.64,0.379997969,1,0,-1,0
lala,6,1.2,1,first,15,1,137,5,5.45,0.39999795,0,1,1,0
lala,11,0.3,0,first,3,1,138,5,4.55,0.819997549,-1,1,-1,1
lala,12,0.6,1,second,16,1,139,6,4.56,7.820044041,0,0,1,1
lala,10,0.6,1,first,4,1,140,6,6.96,0.379997969,-1,0,1,1
lala,13,1.2,0,second,16,1,141,6,3.36,1.099997282,0,0,-1,0
lala,12,0.15,0,second,3,1,142,5,4.7,0.579997778,-1,1,-1,0
lala,13,0.6,0,first,6,1,143,4,3.24,1.839996815,1,0,-1,0
lala,11,0.3,1,second,4,1,144,6,6.659999,0.39999795,-1,0,1,0
lala,9,1.2,1,second,17,1,145,6,5.580001,0.639997721,0,1,1,1
lala,5,1.2,0,first,1,1,146,4,5.320001,1.559996843,-1,1,-1,0
lala,6,1.2,1,first,1,1,147,4,6.52,3.919994831,-1,1,1,1
lala,5,1.2,0,first,10,1,148,6,3.96,3.03999567,1,0,-1,1
lala,10,0.6,1,second,17,1,149,6,4.980001,0.219998121,0,1,1,0
lala,12,0.3,1,first,4,1,150,6,6.359999,0.719997644,-1,0,1,0
lala,13,0.3,0,first,4,1,151,6,6.059999,0.379997969,-1,0,-1,1
lala,4,1.2,1,first,2,1,152,5,4.5,0.299998045,-1,0,1,1
lala,7,1.2,0,second,1,1,153,4,5.320001,0.579997778,-1,1,-1,0
lala,9,1.2,1,first,5,1,154,6,7.98,0.319998026,-1,1,1,0
lala,14,0.6,0,first,16,1,155,6,3.96,0.599997759,0,0,-1,0
lala,8,1.2,1,second,1,1,156,4,6.52,0.379997969,-1,1,1,1
lala,14,0.15,1,second,4,1,157,6,6.209999,0.459997892,-1,0,1,1
lala,7,1.2,1,second,11,1,158,6,5.580001,1.099997282,1,1,1,1
lala,5,1.2,0,first,2,1,159,5,3.3,0.459997892,-1,0,-1,1
lala,10,0.6,1,first,5,1,160,6,7.380001,0.379997969,-1,1,1,0
lala,7,1.2,1,first,15,1,161,5,4.25,2.099996567,0,1,1,0
lala,6,1.2,0,second,10,1,162,6,5.16,0.719997644,1,0,-1,0
lala,8,1.2,0,first,11,1,163,6,4.380001,0.999997377,1,1,-1,0
lala,11,0.6,1,second,5,1,164,6,6.780001,0.979997396,-1,1,1,0
lala,6,1.2,0,second,2,1,165,5,4.5,0.299998045,-1,0,-1,0
lala,15,0.6,0,second,16,1,166,6,4.56,0.459997892,0,0,-1,1
lala,15,0.075,1,second,4,1,167,6,6.134999,0.379997969,-1,0,1,0
lala,16,0.6,1,first,16,1,168,6,5.16,0.519997835,0,0,1,1
lala,8,1.2,0,first,15,1,169,5,3.05,0.39999795,0,1,-1,1
lala,9,1.2,1,first,1,1,170,4,5.320001,0.319998026,-1,1,1,1
lala,17,0.3,1,second,16,1,171,6,4.86,0.61999774,0,0,1,0
lala,9,1.2,0,first,0,1,172,4,5.04,1.199997187,-1,0,-1,0
lala,8,1.2,1,second,9,1,173,5,5.45,0.139998198,1,1,1,0
lala,7,1.2,1,second,10,1,174,6,6.36,0.379997969,1,0,1,1
lala,10,1.2,0,first,1,1,175,4,4.120001,0.119998217,-1,1,-1,1
lala,9,1.2,1,first,9,1,176,5,4.25,0.699997663,1,1,1,1
lala,9,1.2,1,second,15,1,177,5,4.25,0.239998102,0,1,1,1
lala,7,1.2,1,first,7,1,178,4,5.32,0.539997816,1,1,1,1
lala,9,1.2,1,first,11,1,179,6,5.580001,0.999997377,1,1,1,1
lala,10,0.6,0,second,15,1,180,5,3.65,0.819997549,0,1,-1,1
lala,11,0.6,1,first,17,1,181,6,4.380001,0.279998064,0,1,1,1
lala,16,0.075,1,second,8,1,182,5,4.275,1.559996843,1,0,1,1
lala,11,0.6,1,second,1,1,183,4,4.720001,1.199997187,-1,1,1,0
lala,11,0.6,0,first,13,1,184,4,2.32,0.919997454,0,1,-1,0
lala,12,0.6,0,first,13,1,185,4,2.92,0.439997911,0,1,-1,1
lala,11,0.3,0,first,15,1,186,5,3.95,1.539996862,0,1,-1,1
lala,8,1.2,1,second,7,1,187,4,4.12,0.299998045,1,1,1,0
lala,9,1.2,0,second,7,1,188,4,2.92,0.439997911,1,1,-1,1
lala,14,1.2,1,first,6,1,189,4,4.44,0.819997549,1,0,1,0
lala,16,0.075,1,first,4,1,190,6,6.059999,0.519997835,-1,0,1,0
lala,17,0.075,1,second,4,1,191,6,5.985,0.299998045,-1,0,1,1
lala,10,0.6,1,second,11,1,192,6,4.980001,0.799997568,1,1,1,0
lala,10,0.6,0,second,7,1,193,4,3.52,2.119996548,1,1,-1,1
lala,13,0.6,1,second,13,1,194,4,3.52,0.319998026,0,1,1,1
lala,4,1.2,1,first,12,1,195,4,3.84,1.539996862,0,0,1,1
lala,7,1.2,1,first,2,1,196,5,5.7,0.559997797,-1,0,1,1
lala,8,1.2,1,first,2,1,197,5,4.5,0.419997931,-1,0,1,0
lala,14,0.3,0,first,13,1,198,4,3.22,0.979997396,0,1,-1,0
lala,12,0.3,1,second,1,1,199,4,4.420001,0.339998007,-1,1,1,1
lala,13,0.15,0,second,3,1,200,5,4.85,0.879997492,-1,1,-1,1
lala,12,0.3,1,second,15,1,201,5,4.25,1.27999711,0,1,1,1
lala,13,0.15,1,second,15,1,202,5,4.1,1.099997282,0,1,1,0
lala,10,1.2,0,second,9,1,203,5,3.05,1.179997206,1,1,-1,1
lala,12,0.6,0,first,17,1,204,6,3.780001,0.539997816,0,1,-1,1
lala,14,0.15,1,first,15,1,205,5,3.95,1.339997053,0,1,1,1
lala,15,0.15,0,first,15,1,206,5,3.8,0.339998007,0,1,-1,0
lala,11,0.6,1,first,9,1,207,5,3.65,1.659996986,1,1,1,1
lala,9,1.2,1,second,2,1,208,5,3.3,0.979997396,-1,0,1,1
lala,11,0.6,0,first,11,1,209,6,4.380001,0.219998121,1,1,-1,0
lala,18,0.3,1,second,16,1,210,6,4.559999,0.379997969,0,0,1,0
lala,13,0.3,1,first,17,1,211,6,4.080001,1.27999711,0,1,1,0
lala,15,0.15,0,second,13,1,212,4,3.37,0.319998026,0,1,-1,0
lala,8,1.2,1,first,14,1,213,5,2.1,0.739997625,0,0,1,1
lala,9,1.2,0,first,14,1,214,5,0.8999999,1.219997168,0,0,-1,0
lala,12,0.3,0,first,9,1,215,5,3.35,0.459997892,1,1,-1,1
lala,10,0.6,0,first,14,1,216,5,1.5,0.219998121,0,0,-1,1
lala,12,0.6,1,first,5,1,217,6,6.180001,0.459997892,-1,1,1,1
lala,18,0.15,0,first,4,1,218,6,5.835,2.81999588,-1,0,-1,0
lala,13,0.3,0,first,1,1,219,4,4.12,2.299996376,-1,1,-1,0
lala,11,0.6,0,first,7,1,220,4,4.12,0.259998083,1,1,-1,1
lala,8,1.2,1,first,10,1,221,6,5.16,0.699997663,1,0,1,0
lala,12,0.6,1,second,7,1,222,4,4.72,0.419997931,1,1,1,1
lala,11,0.6,0,second,14,1,223,5,2.1,0.439997911,0,0,-1,0
lala,14,0.15,1,second,3,1,224,5,5,0.39999795,-1,1,1,0
lala,12,0.3,1,first,11,1,225,6,4.680001,1.179997206,1,1,1,0
lala,16,0.075,1,first,15,1,226,5,3.875,1.359997034,0,1,1,0
lala,14,0.15,1,second,1,1,227,4,4.27,1.239997149,-1,1,1,1
lala,17,0.075,1,second,8,1,228,5,4.2,0.919997454,1,0,1,1
lala,14,0.15,1,second,17,1,229,6,3.930001,0.499997854,0,1,1,0
lala,10,2.4,0,second,2,1,230,5,0.8999999,1.379997015,-1,0,-1,0
lala,18,0.075,0,second,8,1,231,5,4.125,0.759997606,1,0,-1,1
lala,19,0.0375,0,second,8,1,232,5,4.1625,0.739997625,1,0,-1,1
lala,9,1.2,1,first,10,1,233,6,3.96,0.799997568,1,0,1,1
lala,13,0.3,1,second,7,1,234,4,4.42,0.299998045,1,1,1,1
lala,19,0.075,1,first,4,1,235,6,5.909999,1.539996862,-1,0,1,0
lala,11,1.2,0,second,2,1,236,5,2.1,0.299998045,-1,0,-1,0
lala,19,0.3,1,second,16,1,237,6,4.259999,0.299998045,0,0,1,1
lala,10,2.4,0,first,10,1,238,6,1.56,0.639997721,1,0,-1,1
lala,20,0.6,1,second,16,1,239,6,3.659999,0.739997625,0,0,1,0
lala,15,0.075,0,first,3,1,240,5,4.925,0.779997587,-1,1,-1,1
lala,14,0.3,1,first,7,1,241,4,4.119999,1.599996805,1,1,1,0
lala,11,1.2,0,first,10,1,242,6,2.76,0.799997568,1,0,-1,0
lala,13,1.2,1,second,5,1,243,6,4.98,0.299998045,-1,1,1,0
lala,15,0.15,0,first,17,1,244,6,3.780001,0.579997778,0,1,-1,0
lala,15,0.3,1,second,7,1,245,4,3.819999,0.499997854,1,1,1,0
lala,14,2.4,0,second,5,1,246,6,2.58,0.319998026,-1,1,-1,0
lala,17,0.0375,0,first,15,1,247,5,3.8375,0.499997854,0,1,-1,0
lala,15,0.6,1,first,6,1,248,4,3.84,0.259998083,1,0,1,1
lala,20,0.0375,0,first,8,1,249,5,4.2,0.259998083,1,0,-1,0
lala,15,1.2,0,first,5,1,250,6,3.78,0.439997911,-1,1,-1,0
lala,21,1.2,0,second,16,1,251,6,2.459999,0.299998045,0,0,-1,0
lala,16,0.075,1,second,17,1,252,6,3.855001,1.579996824,0,1,1,0
lala,5,1.2,1,second,12,1,253,4,2.64,4.039994717,0,0,1,1
lala,20,0.0375,1,second,4,1,254,6,5.872499,2.799995899,-1,0,1,0
lala,16,0.6,0,second,7,1,255,4,3.219999,0.659997702,1,1,-1,0
lala,6,1.2,1,first,12,1,256,4,1.44,0.559997797,0,0,1,0
lala,21,0.0375,1,first,8,1,257,5,4.2375,16.6202445,1,0,1,1
lala,16,0.15,0,first,13,1,258,4,3.52,0.319998026,0,1,-1,0
lala,21,0.0375,0,first,4,1,259,6,5.835,0.339998007,-1,0,-1,0
lala,22,0.01875,1,second,4,1,260,6,5.85375,0.219998121,-1,0,1,0
lala,23,0.009375,1,second,4,1,261,6,5.844375,6.380011082,-1,0,1,1
lala,10,0.6,1,second,0,1,262,4,5.64,0.259998083,-1,0,1,0
lala,24,0.009375,1,second,4,1,263,6,5.835,0.339998007,-1,0,1,1
lala,22,0.01875,0,first,8,1,264,5,4.21875,0.259998083,1,0,-1,0
lala,7,1.2,0,first,12,1,265,4,0.33,0.299998045,0,0,-1,1
lala,17,0.0375,1,second,17,1,266,6,3.817501,0.519997835,0,1,1,1
lala,13,0.15,1,first,9,1,267,5,3.5,0.679997683,1,1,1,1
lala,18,0.01875,0,first,15,1,268,5,3.85625,0.559997797,0,1,-1,0
lala,12,1.2,1,first,2,1,269,5,3.3,1.399996996,-1,0,1,0
lala,13,0.15,1,second,11,1,270,6,4.530001,0.359997988,1,1,1,1
lala,16,1.2,0,second,5,1,271,6,4.98,0.319998026,-1,1,-1,1
lala,25,0.009375,0,first,4,1,272,6,5.825624,0.699997663,-1,0,-1,1
lala,17,0.3,1,second,7,1,273,4,3.519999,0.259998083,1,1,1,0
lala,14,0.15,1,second,11,1,274,6,4.380001,0.339998007,1,1,1,1
lala,16,0.0375,0,first,3,1,275,5,4.9625,0.359997988,-1,1,-1,0
lala,18,0.15,0,second,7,1,276,4,3.369999,0.439997911,1,1,-1,1
lala,17,0.0375,0,first,3,1,277,5,5,0.319998026,-1,1,-1,1
lala,12,1.2,1,first,10,1,278,6,3.96,1.759996891,1,0,1,0
lala,15,0.15,0,first,11,1,279,6,4.230001,0.39999795,1,1,-1,0
lala,15,0.075,0,first,1,1,280,4,4.195001,0.339998007,-1,1,-1,0
lala,16,0.0375,0,first,1,1,281,4,4.232501,0.379997969,-1,1,-1,1
lala,11,0.3,1,second,0,1,282,4,5.34,0.539997816,-1,0,1,0
lala,19,0.075,0,second,7,1,283,4,3.444999,0.299998045,1,1,-1,1
lala,18,0.0375,1,second,3,1,284,5,5.0375,0.519997835,-1,1,1,0
lala,19,0.01875,1,first,15,1,285,5,3.875,0.999997377,0,1,1,1
lala,17,1.2,1,first,5,1,286,6,6.18,0.539997816,-1,1,1,0
lala,14,0.075,0,second,9,1,287,5,3.425,0.879997492,1,1,-1,0
lala,16,0.075,1,second,11,1,288,6,4.305001,0.699997663,1,1,1,0
lala,16,0.6,0,second,6,1,289,4,3.24,0.539997816,1,0,-1,0
lala,26,0.0046875,1,second,4,1,290,6,5.830312,1.27999711,-1,0,1,1
lala,18,0.6,0,second,5,1,291,6,5.58,0.279998064,-1,1,-1,1
lala,8,1.2,0,second,12,1,292,4,1.53,0.239998102,0,0,-1,0
lala,17,0.0375,0,first,11,1,293,6,4.267501,0.819997549,1,1,-1,1
lala,12,0.6,0,first,14,1,294,5,2.7,0.559997797,0,0,-1,1
lala,18,0.01875,1,first,11,1,295,6,4.286251,0.659997702,1,1,1,1
lala,13,0.6,0,first,10,1,296,6,3.36,0.339998007,1,0,-1,0
lala,9,1.2,1,first,12,1,297,4,2.73,0.659997702,0,0,1,0
lala,19,0.009375,1,second,11,1,298,6,4.276876,0.299998045,1,1,1,0
lala,10,0.6,0,first,12,1,299,4,2.13,0.459997892,0,0,-1,0
lala,14,0.3,0,first,10,1,300,6,3.66,0.339998007,1,0,-1,0
lala,15,0.0375,1,first,9,1,301,5,3.4625,0.239998102,1,1,1,0
lala,16,0.01875,0,second,9,1,302,5,3.44375,0.359997988,1,1,-1,1
lala,20,0.075,1,second,7,1,303,4,3.519999,0.099998236,1,1,1,1
lala,17,0.3,1,first,6,1,304,4,3.54,0.299998045,1,0,1,0
lala,27,0.00234375,0,second,4,1,305,6,5.827968,0.39999795,-1,0,-1,1
lala,13,0.6,0,first,2,1,306,5,2.7,0.979997396,-1,0,-1,0
lala,19,0.01875,0,second,3,1,307,5,5.01875,0.639997721,-1,1,-1,0
lala,22,0.6,0,second,16,1,308,6,3.059999,1.599996805,0,0,-1,1
lala,14,0.3,0,second,2,1,309,5,3,0.299998045,-1,0,-1,1
lala,18,0.0375,0,first,17,1,310,6,3.780001,1.099997282,0,1,-1,0
lala,19,0.3,0,first,5,1,311,6,5.880001,2.879995823,-1,1,-1,1
lala,19,0.01875,0,second,17,1,312,6,3.798751,0.779997587,0,1,-1,0
